,1.csv,2.csv,3.csv,4.csv,5.csv,6.csv,7.csv,8.csv,9.csv,10.csv,11.csv,12.csv,13.csv,14.csv,15.csv,16.csv,17.csv,18.csv,19.csv,20.csv,21.csv,22.csv,23.csv,24.csv,25.csv,26.csv,27.csv,28.csv,29.csv,30.csv,31.csv,249.csv,250.csv,251.csv,252.csv,253.csv,254.csv,255.csv,256.csv,257.csv,258.csv,259.csv,260.csv,261.csv,262.csv,263.csv,264.csv,265.csv,266.csv,267.csv,268.csv,269.csv,270.csv,271.csv,272.csv,273.csv,274.csv,275.csv,276.csv,277.csv,278.csv,279.csv,559.csv,560.csv,561.csv,562.csv,563.csv,564.csv,565.csv,566.csv,567.csv,568.csv,569.csv,570.csv,571.csv,572.csv,573.csv,574.csv,575.csv,576.csv,577.csv,578.csv,579.csv,580.csv,581.csv,582.csv,583.csv,584.csv,585.csv,586.csv,587.csv,588.csv,589.csv
1.csv,1.0,0.6676852268977008,0.46030003131642117,0.6490339155255209,0.31352093840082507,0.43761978442264515,0.24742368684215732,0.3662717288717918,0.5338824185513,0.425550712191074,0.5833277581085343,0.7124566649898565,0.3922566057962865,0.2742679156253862,0.050946132965980384,0.4439472891393983,0.25496780290067855,0.3116804455565749,0.3327348994382743,0.5035853922281582,0.338840522561209,0.4819600977434906,0.5132139733834772,0.5135741720661284,0.5180207540164417,0.42291907655466054,0.3588039862487107,0.4605816552408568,0.29457299225191114,0.523113897202168,0.291000916121106,0.4200180980228717,0.3768789460362536,0.4489519736787081,0.3622286803181648,0.4761161678112803,0.4063324567031007,0.3130253869818299,0.234546027052562,0.2021222993167261,0.3237170978259759,0.5554051569321248,0.18918517118832878,0.3183624554355271,0.17493671280699585,0.0,0.49327457686502274,0.0990013905162539,0.16682062187516866,0.19692307708893508,0.4370408259531584,0.5475319702537809,0.531787436986214,0.5074066916287844,0.6425612321071351,0.30201944118351864,0.47637847245345155,0.23813150247766068,0.13887665127732973,0.1894897776775033,0.44698521789817613,0.5149750913645065,0.5918120660887489,0.5161343262910364,0.47712903892066605,0.3106835212057305,0.45496850331205396,0.43380492893289235,0.21442193777092933,0.3631272803290597,0.3421739405903991,0.556735506776243,0.34165010296429954,0.15324277551587684,0.37091585038104036,0.21522442412204146,0.30537968063018794,0.4864945848586121,0.4299004896521399,0.3210993210142492,0.42467156281755414,0.39199838851031454,0.41836123481413656,0.3494487767857397,0.4213081445253649,0.35155678993683914,0.3743947996705691,0.4052070669804744,0.36338600386198827,0.4454959221634388,0.43776980136712873,0.34754423299941206,0.3611872190426194
2.csv,0.7049695504758632,1.0,0.528273699956444,0.6807359253337903,0.2999341363748662,0.4278112220386603,0.30572266572826845,0.35678746489821245,0.6077340766093215,0.411132564447801,0.7316052003854271,0.775096444663027,0.5286800651548349,0.4048520448474816,0.19083989776101196,0.6322660735165915,0.2500937472067003,0.4741989592798802,0.33879534208267004,0.376817351828289,0.30781107144922903,0.5106124110758394,0.4118261787905846,0.4278807345873258,0.45854863040843163,0.38915147338754064,0.3250218087934139,0.5299588573903794,0.32630220281053546,0.44773245051186505,0.3080038128779595,0.4456112341866747,0.40698236307516267,0.4632981533583723,0.3326785260689792,0.41381818401949466,0.36282440225011137,0.30692732647807197,0.20673910111149996,0.17518942169762963,0.2978883638530576,0.564758800513,0.3206476528438076,0.4188173315119389,0.09914244021330776,0.0,0.5702004230677973,0.0704335445870855,0.2435785636782415,0.30044944257874495,0.3618013384912184,0.5185194465546167,0.6371090459112796,0.49878304616703095,0.6635270857726243,0.2972432359654539,0.36390841600359725,0.0888263076555077,0.19477503424737952,0.15438860848281832,0.2653333394418985,0.474005833178593,0.6319729347192842,0.5013883451945615,0.5489113618092845,0.3414459412863765,0.42494237710430594,0.40835779770997505,0.22730862039524924,0.4164166180719664,0.30102416685624744,0.5179599419296771,0.292799962237965,0.23978608499276033,0.38495982044637955,0.26445866235463755,0.3543459837141393,0.6202253128550839,0.3840495582148189,0.2842786301078304,0.42492011013560893,0.34024511010043956,0.4010945705986857,0.24966657344175092,0.374408332361011,0.3499147337644103,0.37617209944165686,0.3124597844602368,0.3711213614159182,0.40087334712520395,0.48880798276575854,0.32372966070642584,0.3418287872059169
3.csv,0.5601977556528335,0.5670099207921654,1.0,0.5849956799224912,0.39398196313660927,0.6605023868818938,0.3499889876853177,0.5296354434101238,0.767355228350728,0.5168207346580056,0.6742206159906949,0.6326198435853716,0.5086853579472834,0.2732747438285301,0.17716874634922275,0.6332741544562218,0.3760186589940322,0.6994772169388785,0.43871303686570284,0.2944362944691079,0.5508229453530588,0.47123494495136364,0.44861947606131447,0.3798275975889278,0.6282909635669255,0.4083012035312976,0.28363950273137606,0.5388793107760851,0.19720529122978692,0.3073432057025792,0.2518814769077746,0.5949708090042529,0.3963967258617711,0.5262419910699117,0.41089320342955293,0.42016640318063436,0.4165945523133714,0.31492718992369007,0.30829844732385125,0.2842776188161673,0.2729932585095495,0.6672194028435866,0.24408021065228136,0.46896134846942117,0.2750765532581362,0.20447801535727528,0.6372390817359843,0.23790877716014625,0.24306074688935342,0.37608933407961187,0.2496709660998404,0.602428900995559,0.48540432136301803,0.3444758523856907,0.6748475350832605,0.2007752613303423,0.2806223771484977,0.13844190665377987,0.24461789090936004,0.0,0.30818825451065734,0.3030132460084467,0.5917695419826263,0.5386668449305849,0.5443281694852735,0.5014196404892917,0.5427285242383708,0.47092227949190235,0.35292979635353305,0.5207264359192156,0.48672559109998914,0.6401927639151092,0.4565584406944213,0.34223606048619504,0.5084094845491152,0.39788570135248313,0.4139601991370361,0.5070290088590672,0.5435447899840218,0.36301422060176436,0.4249437232816914,0.6211309189818175,0.5327854179133518,0.41446930959381645,0.5338970143808546,0.5126588365854534,0.5612912517756478,0.42667418510009236,0.48922107652404634,0.46727261821452004,0.5380553018240188,0.47108049628192417,0.4870955540404738
4.csv,0.6513460537441425,0.6427581793390407,0.49408564336830274,1.0,0.14949164914183932,0.5127108179485126,0.05730993110034566,0.3205207974818508,0.490960516073892,0.28274076442587304,0.6901057955530854,0.7868121001996431,0.33653709486329764,0.29765504346003946,0.0,0.3999565127539798,0.27640262485278777,0.31476713452285665,0.25848935418626784,0.36517759371352365,0.3616439506899263,0.418481911736317,0.40771632362477117,0.38824768626548856,0.37373156521373996,0.4767223210181931,0.2898312380136989,0.5024400175114747,0.22896850530969481,0.41262135557957824,0.32784046660710797,0.33677780989381,0.4369969195068224,0.5152143324559205,0.31297070072283617,0.4277823154315241,0.46220947884780195,0.3740389073708956,0.2888966347156141,0.011130003783692666,0.28501277419501314,0.5426519022824849,0.3018238517912689,0.37007601528285217,0.05442299494448943,0.1157094141856797,0.578530961420485,0.1243918534804419,0.25335205104389524,0.19913035906052956,0.359473313614295,0.4028726582236899,0.48258078544869454,0.42595700523618973,0.6568520186275181,0.226177269680934,0.2811614481136362,0.05995056275103605,0.10223860747216695,0.06199046206961312,0.2766147242685566,0.5856966059614324,0.6562807318128361,0.49504671635036346,0.37522484700479075,0.3134484370354965,0.33409541912152785,0.37067410638089826,0.0810547180412804,0.3070793131509707,0.17624712343329485,0.535527041359066,0.2552991839253653,0.21829062871176774,0.2821778660079619,0.16510476902422166,0.31993023433829937,0.43020812327870495,0.3772028243188106,0.22394828474087247,0.2862908814813645,0.4297378843803461,0.3359691713203935,0.306870828353635,0.38355619581478184,0.3240991648483733,0.3313258665477943,0.2559407492473872,0.3535682341491059,0.396526372280657,0.4814481782877542,0.34933152732425454,0.3147451902613212
5.csv,0.4920501457002665,0.4165344034787759,0.44973226758994933,0.3665057280460158,1.0,0.3099998220445942,0.6595685706399321,0.447155063246497,0.49276676224902205,0.7583608043809499,0.4754456405153381,0.4147541592809997,0.6601297748359707,0.29074781522573667,0.0,0.4466303859858396,0.2210076697076908,0.5138326495678469,0.2685081266975191,0.36382802401476255,0.45145872034500234,0.3298370612075062,0.4393214373042641,0.4826244431927277,0.4398335065640002,0.29470096157180226,0.35958378415553605,0.3635619597116272,0.23572897104742607,0.3561945860875768,0.3321149595540943,0.5806131962054633,0.2928519397206666,0.5081269752340104,0.31775622497316425,0.40032956838900546,0.3018740301963534,0.355717697996792,0.14325083862589338,0.5465318200421514,0.28423182238906797,0.44379041927742,0.10686147381294853,0.4382189302276106,0.26381863582582765,0.06880015585142729,0.2887710308913324,0.16223061510906334,0.06079180971322118,0.17082912008973639,0.23500923636649584,0.4923846564849461,0.3699762394768792,0.3017953803253709,0.40140685958378786,0.20877139654831744,0.2701640284205288,0.225583681339253,0.07790992805875385,0.09452117492814682,0.42655589079692613,0.2509969561433002,0.3598811264424272,0.4797100449918742,0.6066217502485434,0.39237571721203346,0.6175602364820043,0.4108100483182374,0.4846354416345956,0.4070998100500314,0.6231050091961889,0.5711448338008733,0.4663296563485517,0.18039932409842485,0.47974701245205487,0.22642749053378064,0.35901121801380476,0.4082057085480276,0.4095399616338835,0.4523683714476049,0.3194884014744642,0.3392041128450106,0.5372396816381744,0.33870558015504104,0.28848335186505647,0.2988325255426417,0.3110890802012253,0.323506986386372,0.2036412354203493,0.2782634119474141,0.30855661901291154,0.29096542720951346,0.3202892508036912
6.csv,0.5269468849069956,0.4578717782118441,0.6495617122754974,0.587392414187704,0.2156037102525582,1.0,0.09684042124022119,0.4616347493070666,0.4845422693714333,0.39061663021823356,0.5678127188291249,0.571456625589358,0.30036967216900723,0.14494127061958595,0.0,0.34833685702831796,0.3445807029619137,0.4428714781619605,0.3772765133258825,0.36451395497758154,0.5601888829387235,0.35559199038825473,0.38169109289682324,0.35849667790483475,0.5796453059117692,0.45957458161387355,0.2439714060974837,0.5248918284643586,0.23094704173482594,0.3130644068517344,0.19136536613987098,0.41302349475589195,0.45579895884473043,0.40682042128753415,0.349228878266974,0.3521603895047404,0.38029243311977345,0.25622808729108904,0.3704815206818347,0.07373261198923853,0.1949423775398238,0.566216866254627,0.17306625671885278,0.2676321427917274,0.20340629155843815,0.14764350700942297,0.6307659607474899,0.1966184003782382,0.2660860556025485,0.35159633397764556,0.30305958808814226,0.5236796870885441,0.44119646114796474,0.3119726602786438,0.6844414571245268,0.07825663974361252,0.22723754890742176,0.09789652347152067,0.18834070383910073,0.08283620648763679,0.37073830475492864,0.3431951116740338,0.5763716454358254,0.4386875417806897,0.3491684061633833,0.4117791501676443,0.45439147317415873,0.42817167098473385,0.19251696662234374,0.46493815907337244,0.3246496512862025,0.5074752335124668,0.37962072982484174,0.34359091149024445,0.41929411865854715,0.35397694440708816,0.3709707046529551,0.39627839936256215,0.4774491620079536,0.21303197348429315,0.36405309498880356,0.6819356614823524,0.4769879154139831,0.41000162689038266,0.4606152942044299,0.466047773643834,0.4492399033907908,0.3500913218670768,0.4162118802920153,0.42140437565882527,0.5062140797400847,0.38443262463706307,0.5312254245753479
7.csv,0.3916019008931949,0.3678020284645108,0.355158515063977,0.23285616252439612,0.6280595545488219,0.13199560745520267,1.0,0.33337843199791706,0.4600748537763599,0.5508563792240295,0.34466976445541586,0.310967556177438,0.6001197549550044,0.2688896213793769,0.0411168818524984,0.5138732694630789,0.045385881312000054,0.43776328597617786,0.2035123815147205,0.18167895182840565,0.22999259362548274,0.2689789808404355,0.33501454957572996,0.28442119504562813,0.3373988380735935,0.11248978323184644,0.1991742902816379,0.21473481319667553,0.12560422450098963,0.2576076262187653,0.1972169927602352,0.5882303792923972,0.21850936805180476,0.4332303935230135,0.35686214377478176,0.3825556678169374,0.25677272777235205,0.29282527436660233,0.09586666029119928,0.649672931055387,0.30703229337963134,0.43015159096502653,0.14016510878183008,0.45522540780094645,0.29331879886046497,0.0,0.23547873757648763,0.13537272130965772,0.062391659640729014,0.2005728426516109,0.12164272257474429,0.44684891937324034,0.3499423976213827,0.3267664262945188,0.29856779960399726,0.2610562365628636,0.2518626889881259,0.18309329435281507,0.041520212642173426,0.0006714972161757649,0.22695314321013516,0.12629070588180802,0.3158999301766837,0.4269052531497932,0.6523975374966078,0.3515982825046685,0.5253000697706541,0.39452500456018924,0.5608444358939089,0.37078194354820115,0.6320330919908759,0.4853473596418134,0.4253647048290121,0.099344286485749,0.46398948531831086,0.23739944349968356,0.28019844270811456,0.41523691624993286,0.3563219798709639,0.4952917838788867,0.37954199986926684,0.15498102776632983,0.39522379175459077,0.1894275811921916,0.21017919141329233,0.2503250836687736,0.2552955466638326,0.3001298965805451,0.1414662096221263,0.23441688815908013,0.20374388446219271,0.23555662231616925,0.20629612809456832
8.csv,0.47046191375096513,0.39461531973910646,0.5176928943674859,0.42846760247753024,0.3756847960567046,0.46520016187866475,0.31097310025775937,1.0,0.5387849148648636,0.4763481950659064,0.46516794477837176,0.4307343045083195,0.46080245108871387,0.42000744202113827,0.0549239555987836,0.4224768525611786,0.48308905543558334,0.410312791025531,0.5723727145980102,0.49606543513590184,0.31984253394147455,0.5591391795297754,0.5873783049544105,0.5476588838834922,0.6922779618567091,0.5950592400496535,0.461055455658437,0.6209799076245184,0.33397477683943155,0.4204063969683538,0.4532223244465726,0.41212858610817116,0.3459495540312021,0.5253945187410278,0.3629215023811898,0.30749100438797217,0.3756184717571266,0.284846981554462,0.34660976499733465,0.17384811294633395,0.17084138011476324,0.5833742911008932,0.26815986091864785,0.2992921554682306,0.25411301341210546,0.1352435105312767,0.44295950265486517,0.2914027537754672,0.28509607445687946,0.40234804550785364,0.10545443395787257,0.4123308105685801,0.5581630937840132,0.29854429191642307,0.5487036063757554,0.08093308350189343,0.1852153025924761,0.1280176845873302,0.33503624612895777,0.0,0.3100429895573221,0.21624680055089718,0.4336498743313828,0.6947958741305971,0.5183002180265484,0.7368532123971658,0.6422159617866394,0.6145969474135056,0.49158501074146865,0.7114623039119805,0.5730907559918894,0.632256261013181,0.6500436619622375,0.4924534224279524,0.6797333047341545,0.5864761942351971,0.660027062797263,0.5383623178046975,0.7432900760429266,0.4613884223823782,0.4998624353612158,0.4284719127665585,0.3419122856710508,0.38965458001684017,0.32147199165142715,0.4446949114558857,0.40535601730967596,0.3617985449675747,0.288905124862348,0.3321372295177639,0.3328226830301705,0.3480763335597855,0.4008674926971232
9.csv,0.6147550785810748,0.6348218137010019,0.7640447274572584,0.5764901913489038,0.4334273617006227,0.493528954166902,0.44800176503513844,0.543804684248597,1.0,0.5247912773763106,0.6623969799314245,0.6697086343608528,0.580050972631635,0.42022011305481555,0.33738659291966444,0.7705459305822518,0.4099548329278935,0.6526090656290167,0.4708789962867439,0.35012592596536163,0.43737515330913335,0.6246506504573993,0.558487487503309,0.47187456017461393,0.6389625829741512,0.4477253368331463,0.4007600025416056,0.5793471534243648,0.26452147732848574,0.40097676291393003,0.3579434379731017,0.5669964532457337,0.34495677375384726,0.5426386488649044,0.4026237758274609,0.4118084229187987,0.4067254938131011,0.3134843627629802,0.25543880371192806,0.34513431971513964,0.29838601533897113,0.6351068463964217,0.28852027066483066,0.4986243589873469,0.25689801637479337,0.1780927646662277,0.5469789436168506,0.2340254339201273,0.2299005217149116,0.3325729414194266,0.26006333184923847,0.5702952304712371,0.5272136742358118,0.37521898208481563,0.6176237482925255,0.30254774982047816,0.37199018969798303,0.19939068445210684,0.2915906423913145,0.0,0.3078882510697877,0.3351198995474106,0.567135201763652,0.6109866320024449,0.62668977560581,0.5111371889038825,0.542848387610273,0.4856963985315145,0.41758400731244794,0.5098606641142351,0.5043452866658694,0.662045531848176,0.4647957569996838,0.3533787075950543,0.5141681482860463,0.4100625395523073,0.45286578258851806,0.5915984959695838,0.5758156571566317,0.4576823154477453,0.47788106476223446,0.5233150810169593,0.4783263143890676,0.43385973522422594,0.5648153333634305,0.5256707033593523,0.6136347626449836,0.49749196620192826,0.5413532875206195,0.513192230941677,0.5452948257221902,0.514750971105195,0.4489172628006335
10.csv,0.5349317487881107,0.4630110574188878,0.5199701569214636,0.4154633966332102,0.7356137689669462,0.41348959319744405,0.5502067543198479,0.49264320380429527,0.5345125644206679,1.0,0.5525632004785808,0.4951657647826939,0.7018657001100386,0.3063122701366624,0.0,0.4614130362631491,0.17847103715426682,0.6181393296860724,0.2515057781313167,0.4031177744022062,0.5702430497012105,0.3426461640906161,0.48905489085361054,0.5207297517004237,0.5177809492348276,0.3429704215346654,0.39638980084641906,0.46704439410811605,0.3342516743609323,0.4271357687185967,0.33521601747467067,0.6467292800564838,0.40277775838281804,0.5357186988489382,0.35389691260967304,0.3739476168536905,0.2919629652654595,0.32933575212313115,0.17052876322646815,0.44523744377241015,0.2585886022206183,0.5078707610472208,0.10956348682166372,0.428030187171746,0.22601271937345302,0.03104868109103598,0.33741209324665333,0.1651400914244654,0.10514046347875705,0.22843269305041936,0.28017778932042825,0.6025213761748875,0.4351645049407,0.30738552909363714,0.4637443735963064,0.16591049718388684,0.2717913379667757,0.18089604053834385,0.04328688321979279,0.06966361723396741,0.47676471910048734,0.2751565452555004,0.46056087758648123,0.5452890437482372,0.6792913564313205,0.45960325816795533,0.752384719729341,0.4927739350143946,0.5304352598132227,0.5064062468329837,0.6250787661194974,0.6364569011446267,0.5192838116611398,0.30481503754668104,0.5813948792789411,0.31331275808012593,0.4618134942679689,0.5112670574743907,0.48991407790283015,0.4601031163878635,0.40039034965961917,0.44974266339848046,0.698611583304563,0.42879858303657625,0.36739437302087496,0.43728421932943673,0.42005078293263676,0.3966880445039961,0.2806235350515246,0.37009663459960385,0.44216916318672894,0.37614206304071873,0.490361258986612
